country,year,pop,continent,lifeExp,gdpPercap,co2Percap,regime
Czech Republic,1952,9077205,Europe,66.7,8031.09032,7.246,1. Closed autocracy
Czech Republic,1957,9418968,Europe,69.2,9483.42246,8.978,1. Closed autocracy
Czech Republic,1962,9597460,Europe,70.1,11483.53063,11.831,1. Closed autocracy
Czech Republic,1967,9758983,Europe,70.2,12808.02005,12.326,1. Closed autocracy
Czech Republic,1972,9858068,Europe,70.1,15352.0885,16.047,1. Closed autocracy
Czech Republic,1977,10149365,Europe,70.6,19076.41237,16.559,1. Closed autocracy
Czech Republic,1982,10299008,Europe,70.8,20413.71072,15.448,1. Closed autocracy
Czech Republic,1987,10303419,Europe,71.4,23423.05974,15.778,1. Closed autocracy
Czech Republic,1992,10312448,Europe,72.3,22395.61217,14.307,4. Liberal democracy
Czech Republic,1997,10280051,Europe,74,26381.68137,11.48,4. Liberal democracy
Czech Republic,2002,10239468,Europe,75.4,30123.97847,12.133,4. Liberal democracy
Czech Republic,2007,10337543,Europe,77,39364.57918,11.721,4. Liberal democracy
Czech Republic,2012,10507335,Europe,78.1,39347.0493,10.49,4. Liberal democracy
Czech Republic,2017,10541342,Europe,79.1,45177.52261,10.492,4. Liberal democracy
Czech Republic,2022,10673213,Europe,79.1,48390.66168,9.835,4. Liberal democracy
Denmark,1952,4332233,Europe,71,13968.8324,5.274,4. Liberal democracy
Denmark,1957,4489654,Europe,72,15578.83215,5.545,4. Liberal democracy
Denmark,1962,4647467,Europe,72.4,18857.84673,7.943,4. Liberal democracy
Denmark,1967,4835217,Europe,72.8,21844.97483,10.282,4. Liberal democracy
Denmark,1972,4991573,Europe,73.5,25362.42173,13.433,4. Liberal democracy
Denmark,1977,5088572,Europe,74.4,26768.79032,16.771,4. Liberal democracy
Denmark,1982,5117894,Europe,74.5,30861.56087,12.747,4. Liberal democracy
Denmark,1987,5127132,Europe,74.8,39506.14622,14.533,4. Liberal democracy
Denmark,1992,5171367,Europe,75.3,45437.3738,13.361,4. Liberal democracy
Denmark,1997,5285035,Europe,76.1,51989.36147,12.712,4. Liberal democracy
Denmark,2002,5375959,Europe,77.2,57276.5858,12.294,4. Liberal democracy
Denmark,2007,5461607,Europe,78.4,62919.9468,12.734,4. Liberal democracy
Denmark,2012,5591917,Europe,80,60000.89031,9.392,4. Liberal democracy
Denmark,2017,5765168,Europe,81,64815.73078,8.55,4. Liberal democracy
Denmark,2022,5902904,Europe,81.2,70233.64023,7.685,4. Liberal democracy
Djibouti,1952,66355,Africa,50.7,5023.12221,0.396,1. Closed autocracy
Djibouti,1957,77872,Africa,52.2,5500.60316,0.597,1. Closed autocracy
Djibouti,1962,93283,Africa,54,5916.58249,0.506,1. Closed autocracy
Djibouti,1967,121649,Africa,55.7,6033.19608,0.67,1. Closed autocracy
Djibouti,1972,166256,Africa,57.4,7184.08936,1.064,1. Closed autocracy
Djibouti,1977,254613,Africa,59.1,5579.56302,0.714,2. Electoral autocracy
Djibouti,1982,356880,Africa,60.2,4268.91477,0.904,1. Closed autocracy
Djibouti,1987,454399,Africa,61,3519.47695,0.793,2. Electoral autocracy
Djibouti,1992,626010,Africa,62.1,2887.77227,0.549,2. Electoral autocracy
Djibouti,1997,671817,Africa,62.8,2563.97073,0.527,2. Electoral autocracy
Djibouti,2002,795574,Africa,63.1,2620.20795,0.535,2. Electoral autocracy
Djibouti,2007,874528,Africa,64.4,3368.59384,0.574,2. Electoral autocracy
Djibouti,2012,966747,Africa,65.5,4258.08707,0.553,2. Electoral autocracy
Djibouti,2017,1054841,Africa,67.1,5421.95649,0.666,2. Electoral autocracy
Djibouti,2022,1137096,Africa,67.8,6180.67999,0.734,2. Electoral autocracy
Dominica,1952,50837,Americas,57.1,1638.71648,0.14,NA
Dominica,1957,55196,Americas,57.7,1880.7563,0.065,NA
Dominica,1962,60948,Americas,63.3,2101.13703,0.178,NA
Dominica,1967,65585,Americas,65.5,2168.71815,0.325,NA
Dominica,1972,70060,Americas,68.3,2871.84343,0.358,NA
Dominica,1977,72406,Americas,73.3,3796.46694,0.35,NA
Dominica,1982,72688,Americas,74.4,4843.59317,0.538,NA
Dominica,1987,71023,Americas,74.8,7080.14906,0.664,NA
Dominica,1992,69325,Americas,74.3,9756.3215,0.832,NA
Dominica,1997,69299,Americas,74.7,11585.87961,1.143,NA
Dominica,2002,68367,Americas,75.2,12779.05165,1.47,NA
Dominica,2007,68847,Americas,75.4,16225.64409,2.59,NA
Dominica,2012,69118,Americas,75.6,17431.1288,2.326,NA
Dominica,2017,68496,Americas,73.4,16314.22956,2.536,NA
Dominica,2022,66826,Americas,75.7,17550.80099,2.574,NA
Dominican Republic,1952,2525048,Americas,56.1,2401.22936,0.236,1. Closed autocracy
Dominican Republic,1957,2965774,Americas,57.2,2608.81731,0.347,1. Closed autocracy
Dominican Republic,1962,3479936,Americas,58.5,2881.33213,0.353,1. Closed autocracy
Dominican Republic,1967,4038928,Americas,60.3,2835.43988,0.38,2. Electoral autocracy
Dominican Republic,1972,4651883,Americas,62.2,3783.39753,0.971,2. Electoral autocracy
Dominican Republic,1977,5315443,Americas,64.6,4640.88496,0.998,2. Electoral autocracy
Dominican Republic,1982,6007114,Americas,67.1,5460.32953,0.921,3. Electoral democracy
Dominican Republic,1987,6712515,Americas,69.6,6308.77127,1.097,3. Electoral democracy
Dominican Republic,1992,7447474,Americas,71.6,7227.84269,1.455,2. Electoral autocracy
Dominican Republic,1997,8174078,Americas,73.2,9225.3976,2.157,3. Electoral democracy
Dominican Republic,2002,8852235,Americas,74.4,11126.98037,3.386,3. Electoral democracy
Dominican Republic,2007,9455658,Americas,75,13729.57546,2.971,3. Electoral democracy
Dominican Republic,2012,10070411,Americas,74.5,15487.27764,5.771,3. Electoral democracy
Dominican Republic,2017,10666843,Americas,73.7,19501.87431,2.862,3. Electoral democracy
Dominican Republic,2022,11230734,Americas,72.4,22986.95808,3.108,3. Electoral democracy
Ecuador,1952,3702399,Americas,51.7,4074.45927,0.245,2. Electoral autocracy
Ecuador,1957,4226859,Americas,54.1,4322.43145,0.271,2. Electoral autocracy
Ecuador,1962,4859269,Americas,57.2,4598.25776,0.325,2. Electoral autocracy
Ecuador,1967,5629057,Americas,60.1,4971.50539,0.462,1. Closed autocracy
Ecuador,1972,6529034,Americas,61,5478.29855,0.65,1. Closed autocracy
Ecuador,1977,7526819,Americas,64.9,6960.2119,0.734,1. Closed autocracy
Ecuador,1982,8611298,Americas,67.6,7898.67856,1.627,3. Electoral democracy
Ecuador,1987,9779290,Americas,68.9,7750.27996,1.309,3. Electoral democracy
Ecuador,1992,10930128,Americas,71,9206.99814,1.911,3. Electoral democracy
Ecuador,1997,12031127,Americas,72,9711.34345,1.617,3. Electoral democracy
Ecuador,2002,13138472,Americas,72.4,9712.47644,2.048,3. Electoral democracy
Ecuador,2007,14328773,Americas,74.1,10976.96621,2.682,3. Electoral democracy
Ecuador,2012,15572194,Americas,76.9,12961.02674,2.735,3. Electoral democracy
Ecuador,2017,16759519,Americas,78.8,14179.15375,2.723,3. Electoral democracy
Ecuador,2022,17823897,Americas,76.7,14186.63885,2.7,3. Electoral democracy
Egypt,1952,22104945,Africa,41.8,1875.58289,0.508,2. Electoral autocracy
Egypt,1957,24994408,Africa,45.5,1880.28776,0.487,1. Closed autocracy
Egypt,1962,28337013,Africa,49.7,2158.03629,0.661,1. Closed autocracy
Egypt,1967,32196360,Africa,50.5,2321.32153,0.613,1. Closed autocracy
Egypt,1972,36258328,Africa,52.4,2762.99573,0.704,1. Closed autocracy
Egypt,1977,40748870,Africa,56,3526.98331,0.928,2. Electoral autocracy
Egypt,1982,46407611,Africa,58.9,4828.94611,1.244,2. Electoral autocracy
Egypt,1987,53674435,Africa,60.7,6298.38344,1.595,2. Electoral autocracy
Egypt,1992,61480660,Africa,65.1,7386.89506,1.448,2. Electoral autocracy
Egypt,1997,68431740,Africa,66.4,8655.44958,1.656,2. Electoral autocracy
Egypt,2002,76239137,Africa,67.3,10072.53787,1.619,2. Electoral autocracy
Egypt,2007,84276225,Africa,68.4,11799.37304,2.066,2. Electoral autocracy
Egypt,2012,93161001,Africa,68.8,13076.80524,2.415,2. Electoral autocracy
Egypt,2017,103696057,Africa,70,14018.36059,2.493,2. Electoral autocracy
Egypt,2022,112618250,Africa,69.6,16360.39078,2.399,2. Electoral autocracy
El Salvador,1952,2287952,Americas,47.2,3238.71399,0.17,1. Closed autocracy
El Salvador,1957,2582511,Americas,50.3,3605.87642,0.234,2. Electoral autocracy
El Salvador,1962,2949204,Americas,55,3874.10233,0.221,2. Electoral autocracy
El Salvador,1967,3385184,Americas,57.2,4427.54617,0.35,2. Electoral autocracy
El Salvador,1972,3846830,Americas,58.6,4551.25757,0.53,2. Electoral autocracy
El Salvador,1977,4301256,Americas,61.5,5198.25871,0.886,2. Electoral autocracy
El Salvador,1982,4622477,Americas,59.4,4421.59843,0.606,1. Closed autocracy
El Salvador,1987,5092441,Americas,66.6,4952.21507,0.612,2. Electoral autocracy
El Salvador,1992,5585609,Americas,69.4,5921.9482,0.898,2. Electoral autocracy
El Salvador,1997,5844578,Americas,70.6,7096.68455,1.232,2. Electoral autocracy
El Salvador,2002,5986631,Americas,72.6,7676.18413,1.371,3. Electoral democracy
El Salvador,2007,6009824,Americas,72.8,8588.87985,1.505,3. Electoral democracy
El Salvador,2012,6113975,Americas,72.1,9165.42035,1.283,3. Electoral democracy
El Salvador,2017,6213533,Americas,72.6,10064.79349,1.245,3. Electoral democracy
El Salvador,2022,6280319,Americas,72.7,11085.61781,1.472,2. Electoral autocracy
Equatorial Guinea,1952,234684,Africa,34.5,948.59623,0.047,1. Closed autocracy
Equatorial Guinea,1957,255915,Africa,35.8,1000.39744,0.135,1. Closed autocracy
Equatorial Guinea,1962,280286,Africa,37.3,1201.71391,0.084,1. Closed autocracy
Equatorial Guinea,1967,311805,Africa,39.9,1507.76533,0.088,1. Closed autocracy
Equatorial Guinea,1972,309468,Africa,41.9,1405.42848,0.304,NA
Equatorial Guinea,1977,276779,Africa,44.3,2104.00067,0.257,NA
Equatorial Guinea,1982,322216,Africa,46.1,1630.13607,0.258,1. Closed autocracy
Equatorial Guinea,1987,422522,Africa,48,1559.79293,0.259,1. Closed autocracy
Equatorial Guinea,1992,510770,Africa,49.7,1775.02341,0.148,1. Closed autocracy
Equatorial Guinea,1997,616893,Africa,52.2,7910.89398,0.567,2. Electoral autocracy
Equatorial Guinea,2002,797957,Africa,56,21418.4856,9.652,2. Electoral autocracy
Equatorial Guinea,2007,1036044,Africa,59,36215.3295,9.573,2. Electoral autocracy
Equatorial Guinea,2012,1293483,Africa,60.8,35711.49193,6.774,2. Electoral autocracy
Equatorial Guinea,2017,1562396,Africa,61.9,22250.43892,4.54,2. Electoral autocracy
Equatorial Guinea,2022,1803545,Africa,61.1,16932.77068,4.75,2. Electoral autocracy
Eritrea,1952,840340,Africa,35.6,936.82038,0.082,1. Closed autocracy
Eritrea,1957,918798,Africa,36.7,914.99473,0.097,1. Closed autocracy
Eritrea,1962,1019788,Africa,38,951.50667,0.113,1. Closed autocracy
Eritrea,1967,1152339,Africa,36.6,1079.13418,0.133,1. Closed autocracy
Eritrea,1972,1309235,Africa,38.5,1099.0928,0.154,1. Closed autocracy
Eritrea,1977,1482565,Africa,37.5,946.56158,0.187,1. Closed autocracy
Eritrea,1982,1695461,Africa,40.1,926.33874,0.235,1. Closed autocracy
Eritrea,1987,1888669,Africa,43.2,901.0368,0.278,1. Closed autocracy
Eritrea,1992,1798748,Africa,51.1,983.84062,0.31,1. Closed autocracy
Eritrea,1997,2152135,Africa,55,1687.6309,0.35,1. Closed autocracy
Eritrea,2002,2392978,Africa,57.6,1531.23529,0.242,1. Closed autocracy
Eritrea,2007,2743222,Africa,59.5,1373.89436,0.187,1. Closed autocracy
Eritrea,2012,3036988,Africa,60.6,1696.833,0.19,1. Closed autocracy
Eritrea,2017,3150347,Africa,61.9,1559.463,0.212,1. Closed autocracy
Eritrea,2022,3409447,Africa,61.3,2108.78552,0.234,1. Closed autocracy
Estonia,1952,1129876,Europe,67.5,8354.09153,5.019,1. Closed autocracy
Estonia,1957,1188778,Europe,68.6,9900.00581,7.146,1. Closed autocracy
Estonia,1962,1249624,Europe,69.8,11268.94518,9.119,1. Closed autocracy
Estonia,1967,1320053,Europe,70.5,13482.71889,11.553,1. Closed autocracy
Estonia,1972,1387212,Europe,70.4,15279.69199,14.32,1. Closed autocracy
Estonia,1977,1446564,Europe,69.7,17401.76527,18.069,1. Closed autocracy
Estonia,1982,1494909,Europe,69.7,19164.62006,18.681,1. Closed autocracy
Estonia,1987,1547255,Europe,70.4,20082.29556,20.334,1. Closed autocracy
Estonia,1992,1540212,Europe,69.1,15150.42035,15.546,2. Electoral autocracy
Estonia,1997,1421496,Europe,69.8,18460.72154,11.163,4. Liberal democracy
Estonia,2002,1379435,Europe,71.5,23898.59735,14.294,4. Liberal democracy
Estonia,2007,1340705,Europe,73.7,36298.32759,15.765,4. Liberal democracy
Estonia,2012,1322616,Europe,76.5,34115.36222,13.261,4. Liberal democracy
Estonia,2017,1317425,Europe,78.1,39939.45756,12.728,4. Liberal democracy
Estonia,2022,1350091,Europe,77.8,43690.41423,10.373,4. Liberal democracy
Eswatini,1952,285630,Africa,38.2,788.18636,0.013,1. Closed autocracy
Eswatini,1957,322123,Africa,39.3,834.10603,0.012,1. Closed autocracy
Eswatini,1962,361365,Africa,40.9,1212.06373,0.029,1. Closed autocracy
Eswatini,1967,409031,Africa,43.5,1661.92628,0.576,1. Closed autocracy
Eswatini,1972,465788,Africa,46.1,2132.76285,0.834,1. Closed autocracy
Eswatini,1977,540348,Africa,49.2,3366.47949,0.641,1. Closed autocracy
Eswatini,1982,637652,Africa,52,3487.15983,0.693,1. Closed autocracy
Eswatini,1987,763811,Africa,54.7,4312.91937,0.583,1. Closed autocracy
Eswatini,1992,943416,Africa,56.9,5324.0992,0.964,1. Closed autocracy
Eswatini,1997,1006635,Africa,55.5,5996.38602,1.248,1. Closed autocracy
Eswatini,2002,1059441,Africa,45.2,6466.889,1.112,1. Closed autocracy
Eswatini,2007,1090705,Africa,43.5,7904.88179,1.034,1. Closed autocracy
Eswatini,2012,1123863,Africa,52,8752.11471,1.145,1. Closed autocracy
Eswatini,2017,1158195,Africa,58.4,9696.5516,1.078,1. Closed autocracy
Eswatini,2022,1218917,Africa,59.3,9955.70905,1.153,1. Closed autocracy
Ethiopia,1952,18326173,Africa,42.5,766.00994,0.005,1. Closed autocracy
Ethiopia,1957,20173739,Africa,42.8,777.52101,0.016,1. Closed autocracy
Ethiopia,1962,22465126,Africa,43,837.9316,0.017,1. Closed autocracy
Ethiopia,1967,25620276,Africa,43.4,967.41744,0.041,1. Closed autocracy
Ethiopia,1972,29374608,Africa,43.8,992.79471,0.051,1. Closed autocracy
Ethiopia,1977,33167272,Africa,43.1,884.03295,0.04,1. Closed autocracy
Ethiopia,1982,36701290,Africa,44.8,921.58247,0.07,1. Closed autocracy
Ethiopia,1987,42460039,Africa,45.7,972.85876,0.071,1. Closed autocracy
Ethiopia,1992,51853747,Africa,46.3,740.82403,0.078,1. Closed autocracy
Ethiopia,1997,61404539,Africa,48.6,869.42415,0.071,2. Electoral autocracy
Ethiopia,2002,71635517,Africa,52.9,861.11509,0.055,2. Electoral autocracy
Ethiopia,2007,83103217,Africa,58,1114.84014,0.059,2. Electoral autocracy
Ethiopia,2012,95798767,Africa,61.8,1576.76876,0.079,2. Electoral autocracy
Ethiopia,2017,109666481,Africa,63.9,2222.82825,0.185,2. Electoral autocracy
Ethiopia,2022,125384287,Africa,64.4,2655.59277,0.188,2. Electoral autocracy
Fiji,1952,323365,Oceania,60.1,3290.4896,0.517,1. Closed autocracy
Fiji,1957,369913,Oceania,61.5,3551.86574,0.462,1. Closed autocracy
Fiji,1962,430536,Oceania,62.8,3672.61971,0.548,1. Closed autocracy
Fiji,1967,498873,Oceania,64.3,3861.89181,0.729,2. Electoral autocracy
Fiji,1972,550499,Oceania,65.3,4824.11159,1.067,3. Electoral democracy
Fiji,1977,597805,Oceania,66.1,5353.40883,1.279,3. Electoral democracy
Fiji,1982,673414,Oceania,66.7,6018.67409,1.251,3. Electoral democracy
Fiji,1987,750540,Oceania,67.3,6121.43676,0.654,1. Closed autocracy
Fiji,1992,785346,Oceania,67.3,8179.73473,0.995,2. Electoral autocracy
Fiji,1997,812139,Oceania,67.1,8896.03395,0.988,3. Electoral democracy
Fiji,2002,858049,Oceania,67.3,9678.79793,1.08,2. Electoral autocracy
Fiji,2007,897832,Oceania,67.3,10041.97504,1.366,1. Closed autocracy
Fiji,2012,914918,Oceania,67.4,10537.69203,1.204,1. Closed autocracy
Fiji,2017,918759,Oceania,68.1,13090.50071,2.361,2. Electoral autocracy
Fiji,2022,919422,Oceania,67.7,12762.34664,2.603,2. Electoral autocracy
Finland,1952,4090834,Europe,66.4,9395.22517,2.115,4. Liberal democracy
Finland,1957,4324184,Europe,68,10697.15211,2.834,4. Liberal democracy
Finland,1962,4491730,Europe,68.9,12940.43631,3.737,4. Liberal democracy
Finland,1967,4606650,Europe,69.7,14708.34276,6.356,4. Liberal democracy
Finland,1972,4639548,Europe,70.9,18864.41439,11.327,4. Liberal democracy
Finland,1977,4738584,Europe,72.6,20187.99182,16.869,4. Liberal democracy
Finland,1982,4826882,Europe,74.4,25672.26763,16.322,4. Liberal democracy
Finland,1987,4932257,Europe,74.8,32033.73789,16.484,4. Liberal democracy
Finland,1992,5042148,Europe,75.7,34243.43019,20.459,4. Liberal democracy
Finland,1997,5139925,Europe,77.2,40072.46267,14.229,4. Liberal democracy
Finland,2002,5200546,Europe,78.4,48390.8085,15.601,4. Liberal democracy
Finland,2007,5288710,Europe,79.5,57140.60224,16.69,4. Liberal democracy
Finland,2012,5413971,Europe,80.6,53957.6681,12.462,4. Liberal democracy
Finland,2017,5508396,Europe,81.6,55637.22628,10.011,4. Liberal democracy
Finland,2022,5569299,Europe,81.2,57068.30565,8.761,4. Liberal democracy
France,1952,42780273,Europe,68.1,10923.24376,5.369,4. Liberal democracy
France,1957,45036376,Europe,69.8,12854.17225,6.281,4. Liberal democracy
France,1962,47352622,Europe,71.1,14863.91923,6.378,4. Liberal democracy
France,1967,49574909,Europe,72.1,17773.1602,7.586,4. Liberal democracy
France,1972,51743874,Europe,72.9,21452.86374,10.31,4. Liberal democracy
France,1977,53197137,Europe,74.1,23768.34651,11.943,4. Liberal democracy
France,1982,54582408,Europe,75.2,27749.22125,10.497,4. Liberal democracy
France,1987,56048364,Europe,76.6,32266.81569,8.696,4. Liberal democracy
France,1992,57554870,Europe,77.7,39043.07066,9.53,4. Liberal democracy
France,1997,58568660,Europe,78.8,41621.57117,8.383,4. Liberal democracy
France,2002,60327248,Europe,79.5,46495.2528,8.557,4. Liberal democracy
France,2007,62432439,Europe,81.1,50116.61434,8.933,4. Liberal democracy
France,2012,64058465,Europe,81.9,49935.62691,7.577,4. Liberal democracy
France,2017,65284776,Europe,82.8,51895.5663,6.652,4. Liberal democracy
France,2022,66277409,Europe,82.4,53691.61749,6.073,4. Liberal democracy
Gabon,1952,478589,Africa,40,4110.60067,0.034,1. Closed autocracy
Gabon,1957,497070,Africa,41.5,4721.971,0.041,1. Closed autocracy
Gabon,1962,524649,Africa,43.3,5875.29647,0.172,2. Electoral autocracy
Gabon,1967,563108,Africa,46.3,7134.28187,1.827,1. Closed autocracy
Gabon,1972,620960,Africa,50.4,9998.17236,4.478,1. Closed autocracy
Gabon,1977,693984,Africa,55.2,18490.04572,9.333,1. Closed autocracy
Gabon,1982,789286,Africa,58.8,14984.76096,8.573,1. Closed autocracy
Gabon,1987,905479,Africa,61.4,14130.77282,4.592,1. Closed autocracy
Gabon,1992,1038380,Africa,62.1,19165.65208,4.909,2. Electoral autocracy
Gabon,1997,1181439,Africa,61.7,22992.22661,4.186,2. Electoral autocracy
Gabon,2002,1345135,Africa,61.5,20173.20857,3.53,2. Electoral autocracy
Gabon,2007,1556237,Africa,63.6,19671.99521,2.779,2. Electoral autocracy
Gabon,2012,1846889,Africa,65.4,19450.40271,2.877,2. Electoral autocracy
Gabon,2017,2156900,Africa,66,19555.70788,2.575,2. Electoral autocracy
Gabon,2022,2430747,Africa,66.6,18662.0498,2.764,2. Electoral autocracy
Gambia,1952,322638,Africa,49,1441.25518,0.035,1. Closed autocracy
Gambia,1957,367546,Africa,49.2,1582.54546,0.064,1. Closed autocracy
Gambia,1962,420163,Africa,49.9,1759.72989,0.068,2. Electoral autocracy
Gambia,1967,481588,Africa,50.8,2067.18154,0.077,2. Electoral autocracy
Gambia,1972,555370,Africa,52.1,1864.59711,0.134,2. Electoral autocracy
Gambia,1977,645770,Africa,54.1,1982.56459,0.197,2. Electoral autocracy
Gambia,1982,765753,Africa,56.8,2162.83742,0.238,2. Electoral autocracy
Gambia,1987,931091,Africa,59.7,2208.44558,0.216,2. Electoral autocracy
Gambia,1992,1145582,Africa,60.8,2387.56295,0.193,2. Electoral autocracy
Gambia,1997,1338889,Africa,62.1,2329.00688,0.186,2. Electoral autocracy
Gambia,2002,1535691,Africa,63.7,2500.01615,0.214,2. Electoral autocracy
Gambia,2007,1765774,Africa,64.2,2544.14242,0.215,2. Electoral autocracy
Gambia,2012,2043094,Africa,67.5,2574.9351,0.239,2. Electoral autocracy
Gambia,2017,2342189,Africa,66.4,2533.18684,0.266,2. Electoral autocracy
Gambia,2022,2636470,Africa,66.4,2863.1805,0.293,3. Electoral democracy
Georgia,1952,3586784,Asia,59.3,4487.6344,1.008,1. Closed autocracy
Georgia,1957,3849526,Asia,60.2,5773.23802,1.489,1. Closed autocracy
Georgia,1962,4205699,Asia,61.8,6921.30149,2.881,1. Closed autocracy
Georgia,1967,4582952,Asia,63.9,8708.06055,3.475,1. Closed autocracy
Georgia,1972,4877277,Asia,65,10753.54965,3.472,1. Closed autocracy
Georgia,1977,5053551,Asia,66.1,11901.80579,2.327,1. Closed autocracy
Georgia,1982,5246474,Asia,68.1,13529.69818,1.728,1. Closed autocracy
Georgia,1987,5461016,Asia,68.7,15714.92327,1.867,1. Closed autocracy
Georgia,1992,5294187,Asia,69,5891.12345,1.777,2. Electoral autocracy
Georgia,1997,4695356,Asia,70,5129.05014,1.49,2. Electoral autocracy
Georgia,2002,4127846,Asia,69.7,6546.59987,1.325,2. Electoral autocracy
Georgia,2007,3967590,Asia,71.9,10588.92675,2.588,3. Electoral democracy
Georgia,2012,3839208,Asia,72.2,13193.9597,2.875,3. Electoral democracy
Georgia,2017,3792859,Asia,73.3,16237.62422,2.985,3. Electoral democracy
Georgia,2022,3794784,Asia,73.5,20966.52804,3.769,3. Electoral democracy
Germany,1952,69826953,Europe,68.3,9140.19648,8.66,NA
Germany,1957,71088146,Europe,68.7,12788.19221,10.787,NA
Germany,1962,73997003,Europe,69.8,15940.38659,11.867,NA
Germany,1967,76970791,Europe,70.7,17796.41441,12.183,NA
Germany,1972,78719918,Europe,71,21504.76899,13.97,NA
Germany,1977,78185559,Europe,72.6,24012.82008,15.759,NA
Germany,1982,78393674,Europe,73.8,27836.24995,15.633,NA
Germany,1987,78062324,Europe,75.3,34141.92867,15.678,NA
Germany,1992,80934898,Europe,76.1,42496.39621,14.931,4. Liberal democracy
Germany,1997,82389638,Europe,77.4,45435.29613,13.142,4. Liberal democracy
Germany,2002,82068326,Europe,78.8,49997.86247,12.55,4. Liberal democracy
Germany,2007,81298542,Europe,79.9,54860.79382,12.766,4. Liberal democracy
Germany,2012,80916390,Europe,80.7,58158.13797,11.205,4. Liberal democracy
Germany,2017,83104007,Europe,81,61991.49731,10.828,4. Liberal democracy
Germany,2022,84086227,Europe,80.5,62931.96841,9.3,4. Liberal democracy
Ghana,1952,5387497,Africa,45.8,2155.41316,0.165,1. Closed autocracy
Ghana,1957,6312501,Africa,46.9,2411.40813,0.213,2. Electoral autocracy
Ghana,1962,7337375,Africa,48.2,2710.18899,0.203,2. Electoral autocracy
Ghana,1967,8271913,Africa,49.4,2501.44196,0.185,1. Closed autocracy
Ghana,1972,9438187,Africa,50.7,2592.30615,0.274,1. Closed autocracy
Ghana,1977,10911871,Africa,52.3,2166.01088,0.329,1. Closed autocracy
Ghana,1982,12643819,Africa,53.5,1980.03931,0.363,1. Closed autocracy
Ghana,1987,14289108,Africa,55.1,2268.29752,0.313,1. Closed autocracy
Ghana,1992,16184855,Africa,56.8,2750.73982,0.294,1. Closed autocracy
Ghana,1997,18238958,Africa,57.8,3053.16446,0.491,3. Electoral democracy
Ghana,2002,20729388,Africa,59.3,3364.62378,0.43,3. Electoral democracy
Ghana,2007,23642279,Africa,61.3,3899.59845,0.595,4. Liberal democracy
Ghana,2012,26734268,Africa,63.3,5339.71322,0.882,4. Liberal democracy
Ghana,2017,30008354,Africa,64.2,5993.63085,0.672,3. Electoral democracy
Ghana,2022,33149152,Africa,65,6728.45414,0.773,3. Electoral democracy
Greece,1952,7775542,Europe,70,4315.55582,0.615,2. Electoral autocracy
Greece,1957,8136974,Europe,71.4,5915.04995,0.84,2. Electoral autocracy
Greece,1962,8473376,Europe,72.1,7150.66623,1.217,2. Electoral autocracy
Greece,1967,8655156,Europe,72.9,10196.33998,2.308,1. Closed autocracy
Greece,1972,8849378,Europe,73.9,15239.68079,3.895,1. Closed autocracy
Greece,1977,9282021,Europe,74.6,16963.21032,6.362,4. Liberal democracy
Greece,1982,9837470,Europe,75.6,19305.8625,6.653,4. Liberal democracy
Greece,1987,10134534,Europe,76.2,21682.37811,7.507,4. Liberal democracy
Greece,1992,10359895,Europe,77.2,25926.40668,9.921,4. Liberal democracy
Greece,1997,10622325,Europe,77.9,27990.94872,9.14,4. Liberal democracy
Greece,2002,10890285,Europe,78.9,33660.65195,9.798,4. Liberal democracy
Greece,2007,11045737,Europe,79.5,41648.95477,8.702,4. Liberal democracy
Greece,2012,11048298,Europe,80.3,31250.22686,6.821,4. Liberal democracy
Greece,2017,10753533,Europe,81.1,31995.41088,5.367,4. Liberal democracy
Greece,2022,10412480,Europe,80.3,35906.61277,5.274,3. Electoral democracy
Grenada,1952,78934,Americas,56.2,2062.53129,0.143,NA
Grenada,1957,88147,Americas,58.6,2198.6947,0.13,NA
Grenada,1962,96375,Americas,62.5,2356.90561,0.278,NA
Grenada,1967,98066,Americas,65.3,2546.95541,0.386,NA
Grenada,1972,98777,Americas,67.1,3062.41857,0.507,NA
Grenada,1977,97017,Americas,68.4,4299.97236,0.528,NA
Grenada,1982,94383,Americas,69.1,5249.86985,0.669,NA
Grenada,1987,97526,Americas,69.8,7280.00964,0.738,NA
Grenada,1992,101602,Americas,71.1,9000.22308,1.208,NA
Grenada,1997,105293,Americas,72.3,9620.54023,1.661,NA
Grenada,2002,108404,Americas,73.4,11808.09279,1.981,NA
Grenada,2007,110522,Americas,74.8,14444.55033,2.266,NA
Grenada,2012,112775,Americas,75.4,13169.46048,2.525,NA
Grenada,2017,115438,Americas,75.6,16301.47244,2.408,NA
Grenada,2022,116913,Americas,74.3,16386.46234,2.454,NA
Guatemala,1952,3261652,Americas,43,4066.69475,0.195,2. Electoral autocracy
Guatemala,1957,3732743,Americas,44.9,4213.76711,0.256,1. Closed autocracy
Guatemala,1962,4312044,Americas,49.3,4257.0217,0.31,1. Closed autocracy
Guatemala,1967,4978862,Americas,49.2,4825.38773,0.393,2. Electoral autocracy
Guatemala,1972,5682833,Americas,52.7,5741.75176,0.561,2. Electoral autocracy
Guatemala,1977,6401515,Americas,56.8,6634.16355,0.961,2. Electoral autocracy
Guatemala,1982,7240241,Americas,56.6,6936.18111,0.85,1. Closed autocracy
Guatemala,1987,8296485,Americas,61.8,6654.42778,0.698,2. Electoral autocracy
Guatemala,1992,9522266,Americas,62.1,7625.15936,0.84,2. Electoral autocracy
